RCR;ISIL;LIBELLE
751135106;FR-751135106;PARIS-Centre de ressources INJEP
751135202;FR-751135202;PARIS2-MJCCT
751135301;FR-751135301;PARIS-Sté Histoire Théâtre
751135302;FR-751135302;PARIS-Federation fr. Basketball
751135401;FR-751135401;PARIS-Bibl.du Saulchoir
751135402;FR-751135402;PARIS-Bibliotheque marxiste
751135403;FR-751135403;PARIS-Sté Histoire du theatre
751135404;FR-751135404;PARIS-Centre Istina
751135405;FR-751135405;PARIS-Bib. couvent Saint-Jacques
751135406;FR-751135406;PARIS-Bib. basilique Notre Dame
751135407;FR-751135407;PARIS-Bib. Sigmund Freud
751136201;FR-751136201;PARIS-BM Glacière
751136202;FR-751136202;PARIS-BM Italie
751136203;FR-751136203;PARIS-BM J.P. Melville
751139901;FR-751139901;PARIS-Arts et Métiers-Bib.elec
751139902;FR-751139902;PARIS-CACHAN-ESTP-Bib.elec.
751139903;FR-751139903;PARIS-BULAC Bib. electronique
751142101;FR-751142101;PARIS-UP BU Cochin
751142102;FR-751142102;PARIS-CIUP
751142201;FR-751142201;PARIS/MEUDON-Bib. IMCCE
751142302;FR-751142302;PARIS-Observatoire
751142303;FR-751142303;PARIS-Fondation Argentine
751142304;FR-751142304;PARIS-Ecole Sup.Travail social
751142306;FR-751142306;PARIS-Colegio de España
751142307;FR-751142307;PARIS-Centre Russie Eur. centr.
751142308;FR-751142308;PARIS-ENS-Jourdan SHS
751145101;FR-751145101;PARIS-Bibl. Sor J. I. de la Cruz
751145102;FR-751145102;PARIS-INSEE
751145201;FR-751145201;PARIS-SU-Astrophysique IAP
751145301;FR-751145301;PARIS-Bibl.Francisc.Capucins
751145302;FR-751145302;PARIS-Inst.Fr.Rel.Internationale
751145303;FR-751145303;PARIS-Inst.Nat. Recherche Sécu
751145305;FR-751145305;PARIS-DEFAP
751145307;FR-751145307;PARIS-ESA
751145401;FR-751145401;PARIS-Fac.Libre Théol.Protest.
751145402;FR-751145402;PARIS-Bibliothèque Henri Ey
751145403;FR-751145403;PARIS-Conservat. prod. agricoles
751145405;FR-751145405;PARIS-C. Etude de l' expression
751145406;FR-751145406;PARIS-Fondation hellénique
751145407;FR-751145407;PARIS-Bib. des franciscains
751145408;FR-751145408;PARIS-Soc. Centrale Apiculture
751146201;FR-751146201;PARIS-BM G. Brassens
751146202;FR-751146202;PARIS-BM Plaisance
751146203;FR-751146203;PARIS-BM Vandamme
751146501;FR-751146501;PARIS-Cité Int-Maison du Japon
751149901;FR-751149901;PARIS-PSL eTheses Observatoire
751149902;FR-751149902;PARIS-eTheses EPHE
751152101;FR-751152101;PARIS-UP BU Necker
751152102;FR-751152102;PARIS-UP BU STAPS
751152103;FR-751152103;PARIS-UP BU HEGP
751152201;FR-751152201;PARIS-SU-Inst.d'Alembert LAM
751152202;FR-751152202;PARIS1-UFR 4 Arts plastiques
751152303;FR-751152303;PARIS- AgroParisTech. Engref
751155101;FR-751155101;PARIS-CLEMI
751155104;FR-751155104;PARIS-Musée de la Poste
751155105;FR-751155105;PARIS-Musee Bourdelle
751155106;FR-751155106;PARIS-Inst. aménagement et urb
751155107;FR-751155107;PARIS-Mémorial Leclerc
751155201;FR-751155201;PARIS-Air France
751155202;FR-751155202;PARIS-Serv.Tech.Bases aérienne
751155214;FR-751155214;PARIS-Bib. LCPP
751155301;FR-751155301;PARIS-Mutualité française
751155302;FR-751155302;PARIS-UNESCO-ICOM
751155303;FR-751155303;PARIS-Assoc.Int.des Université
751155305;FR-751155305;PARIS-Maison Culture du Japon
751155401;FR-751155401;PARIS-Inst.N.Transfusion sang.
751155402;FR-751155402;PARIS-Institut Pasteur
751155403;FR-751155403;PARIS-Equipements Outre-mer
751156201;FR-751156201;PARIS-BM Beaugrenelle
751156202;FR-751156202;PARIS-BM Gutenberg
751156203;FR-751156203;PARIS-BM M. Yourcenar
751156204;FR-751156204;PARIS-BM Vaugirard
751162101;FR-751162101;PARIS-DAUPHINE-BU
751162201;FR-751162201;PARIS-UP Bib. IUT
751162302;FR-751162302;PARIS-Musée de l'Homme
751162305;FR-751162305;PARIS-EFEO
751162313;FR-751162313;PARIS-INSPÉ-Molitor
751162314;FR-751162314;PARIS-Ecole de Chaillot
751165101;FR-751165101;PARIS-Acad Sciences Outre-Mer
751165102;FR-751165102;PARIS-La Maison de Balzac
751165104;FR-751165104;PARIS-Goethe Institut
751165105;FR-751165105;PARIS-Bib.Tourisme
751165106;FR-751165106;PARIS-Fondation Le Corbusier
751165107;FR-751165107;PARIS-Cité de l'architecture
751165108;FR-751165108;PARIS-Instituto Cervantes
751165204;FR-751165204;PARIS-Cons.Econ.Social.Environ.
751165205;FR-751165205;PARIS-Soc.astronomique France
751165208;FR-751165208;PARIS-Musée Guimet
751165210;FR-751165210;PARIS-Musée Galliera
751165211;FR-751165211;PARIS-Radio France-Discothèque
751165212;FR-751165212;PARIS-Bibl. Musée de la Marine
751165213;FR-751165213;PARIS-Societe astronomique
751165214;FR-751165214;PARIS-Musee monuments français
751165215;FR-751165215;PARIS-Radio France-Bib. musicale
751165301;FR-751165301;PARIS-Syndicat fabricants sucre
751165303;FR-751165303;PARIS-Ass.France / URSS
751165304;FR-751165304;PARIS-Association théosophie
751165311;FR-751165311;PARIS-Musee Henri Bouchard
751165312;FR-751165312;PARIS-Bibliothèque Nubar
751165405;FR-751165405;PARIS-Yacht Club de France
751165409;FR-751165409;PARIS-IIPE
751165410;FR-751165410;PARIS-Association A. Beucler
751165411;FR-751165411;PARIS-Bib. Abbaye Ste Marie
751166201;FR-751166201;PARIS-BM Musset
751166202;FR-751166202;PARIS-BM Trocadero
751169901;FR-751169901;PARIS-PSL eTheses  Dauphine
751172303;FR-751172303;PARIS-INSPÉ-Batignolles
751175101;FR-751175101;PARIS-Musee J.J. Henner
751175401;FR-751175401;PARIS-Inst.International Froid
751176201;FR-751176201;PARIS-BM Batignolles
751176202;FR-751176202;PARIS-BM Brochant
751176203;FR-751176203;PARIS-BM E. Rostand
751176204;FR-751176204;PARIS-BM Plaine Monceau
751182101;FR-751182101;PARIS-UP BU Xavier-Bichat
751182102;FR-751182102;PARIS-BSU-Clignancourt
751185201;FR-751185201;PARIS-Archives d’architecture
751185303;FR-751185303;PARIS-Musee Montmartre
751186201;FR-751186201;PARIS-BM Clignancourt
751186202;FR-751186202;PARIS-BM Goutte d'or
751186203;FR-751186203;PARIS-BM M. Genevoix
751186204;FR-751186204;PARIS-BM Porte Montmartre
751186205;FR-751186205;PARIS-Bib. Vaclav Havel
751192101;FR-751192101;PARIS-UP BU Robert-Debré
751192301;FR-751192301;PARIS-Ecole Archi Belleville
751192302;FR-751192302;PARIS-Ecole Archi. La Villette
751195102;FR-751195102;PARIS-DRASS
751195103;FR-751195103;PARIS-CNSMDP
751195104;FR-751195104;PARIS-Cite Musique-Mediatheque
751195107;FR-751195107;PARIS-Doc. Musique contemporaine
751195108;FR-751195108;PARIS-CNSPFV
751195201;FR-751195201;PARIS-Inst.St Serge
751195202;FR-751195202;PARIS-Cité des Sciences-BSI
751195203;FR-751195203;PARIS-Archives
751195204;FR-751195204;PARIS-Mediat.cultures urbaines
751195301;FR-751195301;PARIS-Centre doc. Fnasat
751195302;FR-751195302;PARIS-Montagnes du monde
751195401;FR-751195401;PARIS-Fond.Ophtalmol.Rothschild
751195402;FR-751195402;PARIS-Arch.Communisme français
751195403;FR-751195403;PARIS-IRDES
751196201;FR-751196201;PARIS-BM B. Rabier
751196202;FR-751196202;PARIS-BM Crimée
751196203;FR-751196203;PARIS-BM Fessard
751196204;FR-751196204;PARIS-BM Flandre
751196205;FR-751196205;PARIS-BM Herge
751196206;FR-751196206;PARIS-BM Place des fêtes
751205401;FR-751205401;PARIS-Bib. historique Postes
751206201;FR-751206201;PARIS-BM Couronnes
751206202;FR-751206202;PARIS-BM Mortier
751206203;FR-751206203;PARIS-BM Orteaux
751206204;FR-751206204;PARIS-BM Réunion
751206205;FR-751206205;PARIS-BM St Blaise
751206206;FR-751206206;PARIS-BM St Fargeau
751206207;FR-751206207;PARIS-BM Sorbier
751206208;FR-751206208;PARIS-Médiathèque M. Duras
751206209;FR-751206209;PARIS-Bib. Louis Michel
751206210;FR-751206210;PARIS-Bibliothèque Lagny
759999999;FR-759999999;Bibliotheque nationale de France
760576201;FR-760576201;BARENTIN-BM
761082301;FR-761082301;BOIS GUILLAUME-UR Compl.Inflamm.
761146201;FR-761146201;BOLBEC-BM
761575201;FR-761575201;CANTELEU-CERIS
761576201;FR-761576201;CANTELEU-Médiathèque
761656201;FR-761656201;CAUDEBEC/ELBEUF-Médiathèque
762122301;FR-762122301;ROUEN-Ecole Architecture
762166201;FR-762166201;DEVILLE/ROUEN-Méd. A. Frank
762176201;FR-762176201;DIEPPE-Reseau Bib.ludotheques
762316201;FR-762316201;ELBEUF-BM
762555201;FR-762555201;EU-Bib. Musée Louis-Philippe
762584001;FR-762584001;FAUVILLE EN CAUX-Hortithèque
762595101;FR-762595101;FECAMP-Musée Bénédictine
762596201;FR-762596201;FECAMP-BM
763056201;FR-763056201;GONFREVILLE/ORCHER-BM
763126201;FR-763126201;GOURNAY EN BRAY-BM
763225101;FR-763225101;GRAND QUEVILLY-CEREMA
763226201;FR-763226201;LE GRAND QUEVILLY-Bib.Mitterrand
763336201;FR-763336201;GUERVILLE-Méd. L'embellie
763512101;FR-763512101;LE HAVRE-BU Centrale
763512102;FR-763512102;LE HAVRE-IUT
763512302;FR-763512302;LE HAVRE-Bib. Ecole Management
763512303;FR-763512303;LE HAVRE-FNSP-Bibliothèque
763515101;FR-763515101;LE HAVRE-CCI
763515102;FR-763515102;LE HAVRE-Bib. diocésaine
763515201;FR-763515201;LE HAVRE-CH Bib.médicale
763515202;FR-763515202;LE HAVRE-Centre French Lines
763515401;FR-763515401;LE HAVRE-Port autonome
763516101;FR-763516101;LE HAVRE-BM
763516201;FR-763516201;LE HAVRE-Bib. Oscar Niemeyer
764106201;FR-764106201;MAROMME-Bib. Jules Vallès
764476201;FR-764476201;MONTVILLIERS-BM Condorcet
764512101;FR-764512101;ROUEN-BU Lettres
764512102;FR-764512102;ROUEN-BU Sciences
764512103;FR-764512103;MONT ST AIGNAN-Bib. SUIO
764512105;FR-764512105;MONT ST AIGNAN-Bib. DESILAC
764512204;FR-764512204;ROUEN-Pôle SHS UFR Let-Sci-Hum
764512206;FR-764512206;ROUEN-Bib.maths
764512207;FR-764512207;ROUEN-Univ.-Chimie
764512216;FR-764512216;ROUEN-Pôle LC UFR Let-Sci-Hum
764512217;FR-764512217;ROUEN-Univ Bib lettres classique
764512223;FR-764512223;ROUEN-Univ Bib. lettres modernes
764512227;FR-764512227;MONT ST AIGNAN-GRHIS-Rouen
764512228;FR-764512228;ROUEN-Formation des Enseignants
764512230;FR-764512230;MONT ST AIGNAN-IPEC
764512302;FR-764512302;ROUEN-NEOMA
764512304;FR-764512304;ROUEN-UNILASALLE
764514001;FR-764514001;MONT ST AIGNAN-Hortitheque
764515202;FR-764515202;MONT ST AIGNAN-CRDP
764516301;FR-764516301;MONT ST AIGNAN-BDP Seine-Marit.
764626201;FR-764626201;NEUFCHATEL EN BRAY-Mediatheque
764746301;FR-764746301;NOTRE-DAME-DE-BONDEVILLE-Mediath
764846201;FR-764846201;OISSEL-Bibliothèque Galilée
764985301;FR-764985301;PETIT QUEVILLY-CAUE Seine Marit.
765402101;FR-765402101;ROUEN-BU Droit-Éco-Gestion
765402102;FR-765402102;ROUEN-BU Santé
765402302;FR-765402302;ROUEN-DRAC-Patrimoine
765405101;FR-765405101;ROUEN-Archives Départementales
765405102;FR-765405102;ROUEN-CCI
765405103;FR-765405103;ROUEN-DRAC
765405104;FR-765405104;ROUEN-Serv.Rég.Archéo
765405201;FR-765405201;ROUEN-CHRU-Bibl.médicale
765405202;FR-765405202;ROUEN-Observ.Rég.Santé
765405204;FR-765405204;ROUEN-ERFPS
765405205;FR-765405205;ROUEN-CNR
765405301;FR-765405301;ROUEN-Agence Rég.Environnement
765405401;FR-765405401;ROUEN-Port autonome
765406101;FR-765406101;ROUEN-BM
765409901;FR-765409901;ROUEN-Bib. électronique
765752101;FR-765752101;ROUEN-BU Sciences Madrillet
765752202;FR-765752202;ROUEN-CORIA
765752204;FR-765752204;ROUEN-Univ. IREM
765752301;FR-765752301;ROUEN-INSA Madrillet
765756201;FR-765756201;ST ETIENNE/ROUVRAY-BM
766246201;FR-766246201;ST NICOLAS/ALIERMONT-Bib.
766815101;FR-766815101;SOTTEVILLE CHR-Bib médicale
766816201;FR-766816201;SOTTEVILLE/ROUEN-BM
767116201;FR-767116201;LE TREPORT-Médiathèque asso.
767116202;FR-767116202;LE TREPORT-BM
767586201;FR-767586201;YVETOT-Méd. G. de Maupassant
770146201;FR-770146201;AVON-BM
770186201;FR-770186201;CHELLES-BM G. Brassens
770536201;FR-770536201;BRIE COMTE ROBERT-Mediatheque
770832201;FR-770832201;MARNE-LA-VALLEE-UnivEiffelCADIST
770835201;FR-770835201;CHAMPS/MARNE-Lab.Monuments Hist.
770839901;FR-770839901;PARIS-EST-UPE THESES
770839902;FR-770839902;MARNE-LA-VALLEE-UnivEiffelTHESES
771086401;FR-771086401;CHELLES-Bib intercommunale
771116201;FR-771116201;CHESSY-Médiathèque Prieuré
771146201;FR-771146201;CHEVRY-COSSIGNY-Médiathèque
771186201;FR-771186201;CLAYE-SOUILLY-Med. l'Orangerie
771226201;FR-771226201;COMBS/VILLE-Med. La Coupole
771316201;FR-771316201;COULOMMIER-BM
771525101;FR-771525101;DAMMARIE LES LYS-Archives dep.
771526201;FR-771526201;DAMMARIE/LYS-BM
771862201;FR-771862201;PARIS-EST-Fontainebleau-IUT
771862302;FR-771862302;FONTAINEBLEAU-Mines ParisTech
771865101;FR-771865101;FONTAINEBLEAU-Musée Château
771865102;FR-771865102;FONTAINEBLEAU-Archives nat.
771865201;FR-771865201;SAVIGNY/TEMPLE-Minist.Fin.-Arch.
771865401;FR-771865401;FONTAINEBLEAU-Naturalistes Loing
771866101;FR-771866101;FONTAINEBLEAU-BM
772436201;FR-772436201;LAGNY/MARNE-BM G.Billy
772496201;FR-772496201;LESIGNY-BM
772512201;FR-772512201;PARIS-EST-Sénart-IUT
772516201;FR-772516201;LIEUSAINT-Médiathèque Coté
772846201;FR-772846201;MEAUX- Mediatheque Luxembourg
772846202;FR-772846202;MEAUX- Médiath. Chenonceau
772856201;FR-772856201;LE MEE/SEINE-Médiathèque
772856301;FR-772856301;LE MEE/SEINE-Médiath.Dép.-S.
772885101;FR-772885101;MELUN-Musée Gendarmerie Nat.
772885202;FR-772885202;MELUN-CREOGN
772886201;FR-772886201;MELUN-BM
772946201;FR-772946201;MITRY MORY-Méd. G. Brassens
772966201;FR-772966201;MOISSY CRAMAYEL-Médiathèque
773056201;FR-773056201;MONTEREAU/YONNE-Med. Peyrefitte
773056202;FR-773056202;MONTEREAU/YONNE-BM Triolet
773336201;FR-773336201;NEMOURS-BM
773736201;FR-773736201;PONTAULT COMBAULT-Mediatheque
773795101;FR-773795101;PROVINS-Musée
773795102;FR-773795102;PROVINS-Archives municipales
773796201;FR-773796201;PROVINS-BM A.Peyrefitte
773796202;FR-773796202;PROVINS-BM A.Peyrefitte-Fonds An
773906201;FR-773906201;ROISSY/BRIE-BM
774055101;FR-774055101;ST CYR/MORIN-Musee
774076201;FR-774076201;ST FARGEAU PONTHIERRY-BM
774456201;FR-774456201;SAVIGNY/TEMPLE-BM Prévert
774496201;FR-774496201;SERRIS-Med. de la ferme commune
774496401;FR-774496401;SERRIS-Médiathèque
774682101;FR-774682101;MARNE-LA-VALLEE--UnivEiffel BU
774682301;FR-774682301;Centre Technique Livre Ens. Sup.
774682302;FR-774682302;PARIS-EST-Ponts ParisTech-Rech.
774682303;FR-774682303;PARIS-EST-Ponts ParisTech-Bibl.
774682304;FR-774682304;PARIS-EST-INSPE-TORCY
774682305;FR-774682305;PARIS-EST-Ecole Architecture
774682306;FR-774682306;MARNE-LA-VALLEE-UnivEiffel DOC-I
774685101;FR-774685101;MARNE-LA-VALLEE-IGN
774686201;FR-774686201;TORCY-Mediatheque l'Arche Guedon
774689901;FR-774689901;PARIS-EST-Ponts ParisTech-Elect
774796201;FR-774796201;VAIRES/MARNE-BM J. Sterlin
774876201;FR-774876201;VAUX/PENIL-BM de l'Arcature
775146201;FR-775146201;VILLEPARISIS-BM E. Triolet
780056201;FR-780056201;ACHERES-BM
780156201;FR-780156201;ANDRESY-Bib. Saint-Exupéry
780296201;FR-780296201;AUBERGENVILLE-BM
780296202;FR-780296202;AUBERGENVILLE-Réseau bib GPS&O
780736201;FR-780736201;BOIS D'ARCY-Méd. La Tremblaye
780925101;FR-780925101;BOURGIVAL-Musée Tourguéniev
781236201;FR-781236201;CARRIERES SOUS POISSY-BM
781246201;FR-781246201;CARRIERE/SEINE-BM Les vignes
781266201;FR-781266201;LA CELLE ST CLOUD-Bib. Bendern
781466201;FR-781466201;CHATOU-Médiathèque
781582301;FR-781582301;ROCQUENCOURT-INRIA Rocquencourt
781586201;FR-781586201;CHESNAY-BM
781656201;FR-781656201;LES CLAYES/BOIS-BM J. Prévert
781726201;FR-781726201;CONFLANS STE HONORINE-Méd.
781906401;FR-781906401;CROISSY-Bib.municipale
782086201;FR-782086201;ELANCOURT-Méd. des Sept Mares
782426201;FR-782426201;FONTENAY LE FLEURY-BM
782676201;FR-782676201;GARGENVILLE-Méd. Paul Valéry
782972101;FR-782972101;ST QUENTIN EN YVELINES-BU
782975401;FR-782975401;GUYANCOURT-Renaut
782976201;FR-782976201;GUYANCOURT-Méd. J. Rousselot
782976301;FR-782976301;GUYANCOURT-Bibliobus
783116201;FR-783116201;HOUILLES-BM Jules Verne
783222301;FR-783222301;JOUY EN JOSAS-HEC
783222302;FR-783222302;JOUY EN JOSAS-INRA-Biotechnol.
783225201;FR-783225201;JOUY EN JOSAS-INRA
783356201;FR-783356201;LIMAY-BM
783505201;FR-783505201;LOUVECIENNES-Musee
783546201;FR-783546201;MAGNANVILLE-Médiathèque
783565101;FR-783565101;MAGNY/HAMEAUX-Musee Port-Royal
783566201;FR-783566201;MAGNY/HAMEAUX-Méd. J. Brel
783586201;FR-783586201;MAISONS LAFFITTE-BM
783615101;FR-783615101;Mantes-la-Jolie-BM
783616201;FR-783616201;MANTES/JOLIE-BM
783616202;FR-783616202;MANTES/JOLIE-Méd. Louis Aragon
783616401;FR-783616401;MANTES/JOLIE-Ecole de musique
783626201;FR-783626201;MANTES LA VILLE-BM
783726201;FR-783726201;MARLY LE ROI-BM
783836201;FR-783836201;MAUREPAS-Médiathèque
783976301;FR-783976301;LE MESNIL ST DENIS-BDP Yvelines
784186201;FR-784186201;MONTESSON-BM L. Aragon
784235101;FR-784235101;MONTIGNY-Archives Dép.
784236201;FR-784236201;ST QUENTIN EN YVELINES-BM
784406201;FR-784406201;LES MUREAUX-Médiathèque
784816201;FR-784816201;LE PECQ-BM de Deux rives
784865101;FR-784865101;AUFFARGIS-Office Nat.Chasse
784905401;FR-784905401;PLAISIR-EPS bib. Charcot
784906201;FR-784906201;PLAISIR-BM du Chateau
784986201;FR-784986201;POISSY-Méd. C. de Pisan
785016201;FR-785016201;PORCHEVILLE-Méd. Boris Vian
785174001;FR-785174001;RAMBOUILLET-Bib. La Sarigue
785174002;FR-785174002;RAMBOUILLET-Ecole mat Arbouville
785174003;FR-785174003;RAMBOUILLET-Ecole du Bel-Air
785174004;FR-785174004;RAMBOUILLET-Ecole mat. Clairbois
785174005;FR-785174005;RAMBOUILLET-Ecole du centre
785174006;FR-785174006;RAMBOUILLET-Ecole les jardins
785174007;FR-785174007;RAMBOUILLET-Ecole La Gommerie
785174008;FR-785174008;RAMBOUILLET-Ecole La Louvière
785174009;FR-785174009;RAMBOUILLET-Ecole La Ruche
785174010;FR-785174010;RAMBOUILLET-Ecole Arbouville
785174011;FR-785174011;RAMBOUILLET-Ecole Clairbois
785174012;FR-785174012;RAMBOUILLET-Ecole Foch
785174013;FR-785174013;RAMBOUILLET-Ecole Gambetta
785174014;FR-785174014;RAMBOUILLET-Ecole La louvière
785174015;FR-785174015;RAMBOUILLET-Ecole La Prairie
785174016;FR-785174016;RAMBOUILLET-Ecole Saint-Hubert
785174017;FR-785174017;RAMBOUILLET-Ecole du Vieil Orme
785176201;FR-785176201;RAMBOUILLET-Méd. Florian
785316201;FR-785316201;ROSNY/SEINE-Méd. la Passerelle
785375101;FR-785375101;ST ARNOULT/YVELINES-Musee
785456201;FR-785456201;ST CYR L'ECOLE-Bib. A. Camus
785512201;FR-785512201;CERGY PONTOISE-BU Saint-Germain
785515101;FR-785515101;ST GERMAIN/LAYE-Musee Debussy
785515102;FR-785515102;ST GERMAIN/LAYE-Musee municipal
785515201;FR-785515201;ST GERMAIN/LAYE-Musee d'Archeol.
785515202;FR-785515202;ST GERMAIN/LAYE-Musée M.Denis
785515401;FR-785515401;ST GERMAIN/LAYE-Maison d'educ.
785516201;FR-785516201;SAINT GERMAIN EN LAYE-BM Henr IV
785755401;FR-785755401;ST REMY/CHEVREUSE-Coubertin
785866201;FR-785866201;SARTROUVILLE-Méd. municipale
786152301;FR-786152301;THIVERVAL-GRIGNON-AgroParisTech
786216201;FR-786216201;TRAPPES-Méd. Anatole France
786216202;FR-786216202;TRAPPES-Méd. Jaurès
786246201;FR-786246201;TRIEL/SEINE-Bib. Maupassant
786385401;FR-786385401;VAUX/SEINE-Fac.Libre Théol. Ev
786406201;FR-786406201;VELIZY VILLACOUBRAY-Méd.
786426201;FR-786426201;VERNEUIL/SEINE-BM
786445401;FR-786445401;LA VERRIÈRE-CIRD-MGEN
786446201;FR-786446201;LA VERRIERE-Med. A. Césaire
786462101;FR-786462101;VERSAILLES-BU Sciences et IUT
786462302;FR-786462302;VERSAILLES-Ecole Architecture
786465101;FR-786465101;VERSAILLES-Serv.Archéol.Yvelin
786465102;FR-786465102;VERSAILLES-Ec.Nat.du Paysage
786465103;FR-786465103;VERSAILLES-C.Musique baroque
786465104;FR-786465104;VERSAILLES-Bib. du Château
786465105;FR-786465105;VERSAILLES-ISIPCA
786465106;FR-786465106;VERSAILLES-Bibliothèque SFP
786465201;FR-786465201;VERSAILLES-INRA
786465301;FR-786465301;VERSAILLES-Bib. diocésaine
786466101;FR-786466101;VERSAILLES-BM
786466201;FR-786466201;VERSAILLES-Bib. Heure joyeuse
786469901;FR-786469901;VERSAILLES-Bib. électronique
786506201;FR-786506201;LE VESINET-BM
786746201;FR-786746201;VILLEPREUX-BM
786866201;FR-786866201;VIROFLAY-BM
786886201;FR-786886201;VOISINS LE BRETONNEUX-Méd.
790486201;FR-790486201;LA CRECHE-BM
790496201;FR-790496201;BRESSUIRE-Médiathèque
791756201;FR-791756201;MELLE-Méd. municipale
791912101;FR-791912101;NIORT-BU EducationFormation
791912201;FR-791912201;NIORT-BIPUN
791915104;FR-791915104;NIORT-Archives Départementales
791915201;FR-791915201;NIORT-Bib. Musée d'Agesci
791915405;FR-791915405;NIORT-Sté Hist.Scientifique
791916202;FR-791916202;NIORT-BM
791916301;FR-791916301;NIORT-BDP Deux Sèvres
792025401;FR-792025401;PARTHENAY-Métive
792026201;FR-792026201;PARTHENAY-BM
792706201;FR-792706201;ST MAIXENT ECOLE-Bib. Fouchier
793296201;FR-793296201;THOUARS-Méd. municipale
800016201;FR-800016201;ABBEVILLE-BM
800166201;FR-800166201;ALBERT-BM
800212101;FR-800212101;AMIENS-BU Droit
800212102;FR-800212102;AMIENS-BU Campus Santé
800212103;FR-800212103;AMIENS-BU Sciences
800212104;FR-800212104;AMIENS-BU Lettres
800212105;FR-800212105;AMIENS-BU Arts
800212201;FR-800212201;AMIENS-IUT
800212203;FR-800212203;AMIENS-UFR Sciences écon.
800212215;FR-800212215;AMIENS-IAE
800212216;FR-800212216;AMIENS-UFR Mathématiques
800212217;FR-800212217;AMIENS-CDR
800212219;FR-800212219;AMIENS-Labo.Archéologie
800212301;FR-800212301;AMIENS-Grand Séminaire
800212302;FR-800212302;AMIENS-Dir.Rég.Antiq.Préhist
800212303;FR-800212303;AMIENS-ESAD
800214003;FR-800214003;AMIENS-Lycée privé Sacré C
800214005;FR-800214005;AMIENS-Collège La Salle
800215101;FR-800215101;AMIENS-INSEE
800215103;FR-800215103;AMIENS-Archives Départementale
800215104;FR-800215104;AMIENS-Dir.Rég.Agriculture
800215105;FR-800215105;AMIENS-FRAC
800215201;FR-800215201;AMIENS-DDE Somme
800215202;FR-800215202;AMIENS-CRDP
800215203;FR-800215203;PERONNE-Station Agronomie
800215204;FR-800215204;RIVERY-BRGM-Serv.Géol.rég.
800215205;FR-800215205;AMIENS-AR2L
800215302;FR-800215302;AMIENS-Le Courrier picard
800215401;FR-800215401;AMIENS-Sté Linnéenne Nord/Pi
800215402;FR-800215402;AMIENS-ESCAE
800215404;FR-800215404;AMIENS-CRCAM
800215405;FR-800215405;Amiens-Soc.Antiquaires Picardie
800216101;FR-800216101;AMIENS-BM
800216301;FR-800216301;AMIENS-BDP Somme
800216401;FR-800216401;AMIENS-Maison de la Culture
800219901;FR-800219901;AMIENS-SCD-Bib.électronique
802126201;FR-802126201;CORBIE-Médiathèque intercom.
802536201;FR-802536201;DOULLENS-BM
805572301;FR-805572301;MONS-Lab.Gén.Amélior.Plantes
805616201;FR-805616201;MONTDIDIER-BM
806066201;FR-806066201;OISEMONT-BM
806205101;FR-806205101;PERONNE-Historial Grande Guerre
806206201;FR-806206201;PERONNE-BM
806225101;FR-806225101;PICQUIGNY-Arch. Nièvre Somme
806726201;FR-806726201;RIBEMONT/ANCRE-Médiath interc.
806856201;FR-806856201;ROYE-BM
807166301;FR-807166301;ST RIQUIER-BDP Annexe
807996201;FR-807996201;VILLERS-BRETONNEUX-Médiath.
810042101;FR-810042101;ALBI-BU
810042301;FR-810042301;ALBI-Ecole des Mines
810042302;FR-810042302;ALBI-INSPE
810045101;FR-810045101;ALBI-CAUE Tarn
810045103;FR-810045103;ALBI-Archives departementales
810045104;FR-810045104;ALBI-Archives municipales
810045201;FR-810045201;ALBI-LEGTA
810045202;FR-810045202;ALBI-Musée Toulouse-Lautrec
810045203;FR-810045203;ALBI-CDDP Tarn
810045402;FR-810045402;ALBI-Archives diocésaines
810046101;FR-810046101;ALBI-BM
810046301;FR-810046301;ALBI-BDP Tarn
810049901;FR-810049901;ALBI-SCD-Bib. electronique
810049902;FR-810049902;ALBI-Ecole des Mines-Bib. Élec
810049903;FR-810049903;ALBI-INUC-Bib élec (S)
810049904;FR-810049904;ALBI-Ecole des Mines-BibElec (S)
810605401;FR-810605401;CARMAUX-ARPO
810606201;FR-810606201;CARMAUX-BM
810652101;FR-810652101;CASTRES-BU
810652201;FR-810652201;CASTRES-IUT
810655101;FR-810655101;CASTRES-Musee Jean Jaures
810655102;FR-810655102;CASTRES-Musée Goya
810655303;FR-810655303;CASTRES-CERAC
810656201;FR-810656201;CASTRES-BM
810695201;FR-810695201;CORDES/CIEL-Musée Art Histoire
810815301;FR-810815301;DOURGNE-Abbaye d'En Calcat
810915401;FR-810915401;FERRIERES-Musée protestantisme
810995101;FR-810995101;GAILLAC-Archives Municipales
810995102;FR-810995102;GAILLAC-Museum hist. naturelle
810996201;FR-810996201;GAILLAC-Mediatheque
811406201;FR-811406201;LAVAUR-BM
811635102;FR-811635102;MAZAMET-Archives municipales
811636201;FR-811636201;MAZAMET-BM
812205401;FR-812205401;RABASTENS-Bibl. Amis du Musée
820135101;FR-820135101;BEAUMONT DE LOMAGNE-AM
820136201;FR-820136201;BEAUMONT DE LOMAGNE-BM
820335101;FR-820335101;CASTELSARRASIN-Archives munic.
821126201;FR-821126201;MOISSAC-BM
821212101;FR-821212101;MONTAUBAN-BU
821212102;FR-821212102;MONTAUBAN-UT1/CD82
